Country,Year,Month,Specie,min,max,median,variance
AE,2020,6,wind-speed,1.09375,7.0421875,3.054687499999999,28.255468750000006
AE,2020,7,co,0.10000000000000005,0.10000000000000005,0.10000000000000005,0.0
AE,2020,7,dew,17.041666666666668,27.791666666666668,23.27777777777778,110.55875
AE,2020,7,humidity,24.756944444444443,68.0,46.59027777777778,1786.2163888888883
AE,2020,7,no2,2.125,25.45277777777778,7.044444444444447,275.2944444444444
AE,2020,7,o3,4.155882352941177,43.894117647058806,18.98382352941176,1336.337794117647
AE,2020,7,pm10,83.72222222222223,154.91666666666666,110.72222222222223,5909.514166666667
AE,2020,7,pm25,73.98611111111111,152.41666666666666,101.81944444444444,5762.711666666668
AE,2020,7,pressure,994.6875,998.1875,996.4611111111111,12.311388888888887
AE,2020,7,so2,1.9611111111111117,11.822222222222225,3.766666666666664,80.92249999999999
AE,2020,7,temperature,33.27777777777778,42.96666666666667,36.68055555555556,87.98902777777779
AE,2020,7,wind-gust,12.9,13.5,13.166666666666666,2.4966666666666666
AE,2020,7,wind-speed,1.3763888888888889,7.638888888888889,3.5958333333333314,26.575416666666676
AE,2020,8,co,0.10000000000000005,0.10000000000000005,0.10000000000000005,0.0
AE,2020,8,dew,20.991935483870968,29.193548387096776,26.016129032258064,67.78258064516132
AE,2020,8,humidity,34.11290322580645,75.54838709677419,57.0,1435.9761290322574
AE,2020,8,no2,1.4967741935483863,19.435483870967747,5.287096774193547,164.13709677419354
AE,2020,8,o3,7.45967741935484,45.012903225806454,21.388709677419346,896.0462903225805
AE,2020,8,pm10,67.6774193548387,124.74193548387096,86.6774193548387,3239.282258064517
AE,2020,8,pm25,68.41935483870968,142.5483870967742,98.06451612903226,5054.314032258067
AE,2020,8,pressure,994.2741935483871,997.516129032258,995.8951612903226,10.391451612903223
AE,2020,8,so2,1.9225806451612912,13.629032258064516,4.019354838709675,55.39806451612905
AE,2020,8,temperature,33.274193548387096,41.185483870967744,36.016129032258064,58.6814516129032
AE,2020,8,wind-gust,9.066666666666666,11.1,9.066666666666666,22.01
AE,2020,8,wind-speed,1.2032258064516128,7.1241935483870975,3.338709677419353,25.900483870967737
AE,2020,9,co,0.10000000000000005,0.10000000000000005,0.10000000000000005,0.0
AE,2020,9,dew,8.166666666666666,33.60606060606061,21.37878787878788,1682.7628787878787
AE,2020,9,humidity,15.462121212121213,80.83636363636363,51.621212121212125,4109.277575757576
AE,2020,9,no2,2.603030303030303,34.76666666666667,10.363636363636365,489.3499999999999
AE,2020,9,o3,2.6409090909090915,49.72878787878788,16.60303030303031,1705.189848484847
AE,2020,9,pm10,65.60606060606061,98.45454545454545,81.84848484848484,930.0275757575756
AE,2020,9,pm25,69.37878787878788,131.43939393939394,96.43939393939394,3331.5404545454553
AE,2020,9,pressure,1002.4090909090909,1006.0757575757576,1003.8484848484849,12.932272727272723
AE,2020,9,so2,1.615151515151516,14.466666666666665,4.978787878787877,68.68181818181819
AE,2020,9,temperature,28.69090909090909,46.88636363636363,33.65151515151515,1088.7619696969698
AE,2020,9,wind-speed,0.9772727272727273,7.071212121212121,2.7772727272727273,27.40863636363636
AE,2020,10,co,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0
AE,2020,10,dew,7.364285714285714,22.385714285714286,17.242857142857144,212.3804285714286
AE,2020,10,humidity,20.557142857142857,69.93285714285715,47.785714285714285,2132.3312857142864
AE,2020,10,no2,2.58,39.454285714285724,12.559999999999999,803.4262857142859
AE,2020,10,o3,2.7885714285714287,35.17571428571427,16.275714285714287,1076.1868571428577
AE,2020,10,pm10,53.857142857142854,88.2,68.85714285714286,1318.523428571429
AE,2020,10,pm25,46.01428571428571,106.25714285714285,70.47142857142858,3094.8092857142856
AE,2020,10,pressure,1008.3428571428572,1011.9,1009.6571428571428,10.920857142857145
AE,2020,10,so2,1.3000000000000007,11.819999999999995,5.457142857142854,71.13257142857144
AE,2020,10,temperature,25.28857142857143,35.97857142857143,30.37142857142857,96.05928571428572
AE,2020,10,wind-gust,7.2,12.8,7.2,104.53
AE,2020,10,wind-speed,0.8785714285714286,6.835714285714289,2.5385714285714283,27.44571428571429
AE,2020,11,co,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0
AE,2020,11,dew,12.9,23.5,17.366666666666667,284.1019999999998
AE,2020,11,humidity,35.125,87.73333333333333,58.4,4611.153333333335
AE,2020,11,no2,1.6533333333333329,37.65999999999999,12.303333333333333,821.505
AE,2020,11,o3,2.7172413793103454,31.637931034482758,14.686206896551724,986.6667241379312
AE,2020,11,pm10,50.96666666666667,77.7,63.06666666666667,483.2736666666666
AE,2020,11,pm25,51.03448275862069,118.36206896551724,74.56896551724138,4557.717586206896
AE,2020,11,pressure,1013.6,1017.5083333333333,1015.1333333333333,13.292833333333332
AE,2020,11,so2,1.1833333333333338,8.829999999999995,4.349999999999998,45.272000000000006
AE,2020,11,temperature,22.216666666666665,32.8,26.516666666666666,134.30949999999999
AE,2020,11,wind-speed,0.92,6.160000000000002,2.763333333333333,21.11849999999999
AE,2020,12,co,0.10000000000000005,0.10000000000000005,0.10000000000000005,0.0
AE,2020,12,dew,9.964912280701755,16.157894736842106,13.56140350877193,34.54105263157894
AE,2020,12,humidity,36.75438596491228,75.16666666666667,58.203508771929826,1354.1457894736843
AE,2020,12,no2,2.3161290322580643,43.4225806451613,14.067741935483868,1029.1974193548388
AE,2020,12,o3,1.8236842105263154,41.66578947368421,19.786842105263155,1352.556578947368
AE,2020,12,pm10,40.41935483870968,73.2258064516129,56.096774193548384,904.8890322580647
AE,2020,12,pm25,39.13725490196079,94.23529411764706,61.294117647058826,2700.801764705882
AE,2020,12,pressure,1015.078947368421,1019.0350877192982,1016.9473684210526,12.786842105263156
AE,2020,12,so2,2.1806451612903235,11.41290322580645,5.68064516129032,41.308064516129036
AE,2020,12,temperature,18.24561403508772,26.57894736842105,22.640350877192983,65.31403508771929
AE,2020,12,wind-gust,11.25,14.350000000000001,12.55,26.265
AE,2020,12,wind-speed,0.9385964912280702,5.866666666666668,2.761403508771929,19.321052631578944
AF,2020,1,dew,-10.45,-5.625,-8.05,24.264999999999997
AF,2020,1,humidity,43.7,83.5,67.75,1653.0754999999997
AF,2020,1,pm25,81.88235294117646,295.1764705882353,146.1764705882353,45114.98058823529
AF,2020,1,pressure,1019.835,1024.025,1021.8,20.112500000000004
AF,2020,1,temperature,-6.075,3.2,-2.35,100.84400000000001
AF,2020,1,wind speed,0.9550000000000001,4.269999999999999,2.375,8.957000000000003
AF,2020,1,wind-speed,0.7,4.279999999999999,1.6,10.184000000000001
AF,2020,2,dew,-7.428571428571429,-3.357142857142857,-5.285714285714286,23.391428571428573
AF,2020,2,humidity,37.214285714285715,76.07142857142857,58.357142857142854,1660.5164285714286
AF,2020,2,pm25,63.758620689655174,266.2758620689655,123.20689655172414,36956.964827586206
AF,2020,2,pressure,1020.0714285714286,1024.0714285714287,1021.9285714285714,19.779285714285717
AF,2020,2,temperature,-1.2142857142857142,8.642857142857142,2.5714285714285716,110.28000000000002
AF,2020,2,wind gust,10.2,11.399999999999999,10.2,7.2
AF,2020,2,wind speed,1.092857142857143,4.750000000000001,2.5357142857142856,13.206428571428573
AF,2020,3,dew,-0.90625,4.384375,2.0,34.662499999999994
AF,2020,3,humidity,46.78125,94.84375,66.875,3172.178125
AF,2020,3,pm25,46.36363636363637,170.33333333333334,94.12121212121212,16684.208484848485
AF,2020,3,pressure,1017.0625,1021.09375,1019.03125,22.6125
AF,2020,3,temperature,3.78125,12.40625,7.875,96.1828125
AF,2020,3,wind gust,10.425,11.3875,10.55,6.918749999999999
AF,2020,3,wind speed,0.78125,5.121874999999997,1.9656250000000002,19.0009375
AF,2020,3,wind-speed,1.25,5.35,2.5,16.73
AF,2020,4,dew,1.8,7.585714285714285,5.085714285714285,32.072857142857146
AF,2020,4,humidity,37.48571428571429,87.84285714285714,58.91428571428571,3041.3168571428564
AF,2020,4,pm25,37.457142857142856,144.62857142857143,74.6,10912.79457142857
AF,2020,4,pressure,1018.1142857142858,1021.7285714285714,1019.9714285714285,12.68114285714286
AF,2020,4,temperature,7.557142857142857,23.771428571428572,13.157142857142857,508.0968571428571
AF,2020,4,wind-gust,10.266666666666667,13.333333333333334,10.266666666666667,68.39999999999999
AF,2020,4,wind-speed,0.7714285714285715,5.939999999999997,1.9514285714285713,24.024
AF,2020,5,dew,0.13870967741935483,7.629032258064516,3.8548387096774195,61.489677419354834
AF,2020,5,humidity,22.29032258064516,66.8483870967742,36.903225806451616,2293.0677419354843
AF,2020,5,pm25,32.357142857142854,105.64285714285714,57.0,5025.725357142857
AF,2020,5,pressure,1015.6935483870968,1019.3870967741935,1017.8,15.134193548387099
AF,2020,5,temperature,12.761290322580646,25.64516129032258,19.596774193548388,182.46129032258065
AF,2020,5,wind-gust,9.966666666666663,14.661111111111113,11.261111111111111,51.520555555555546
AF,2020,5,wind-speed,0.9354838709677419,7.322580645161288,2.7129032258064516,37.51967741935484
AF,2020,6,dew,-2.34375,7.015625,1.96875,114.51812500000003
AF,2020,6,humidity,13.90625,45.53125,23.4625,1160.4984375
AF,2020,6,pm25,50.1875,137.09375,75.90625,6281.081875000002
AF,2020,6,pressure,1012.15625,1015.78125,1014.0625,15.595625000000002
AF,2020,6,temperature,17.375,30.84375,24.84375,181.34812499999998
AF,2020,6,wind-gust,10.171999999999997,15.908000000000005,12.536000000000003,51.326
AF,2020,6,wind-speed,1.078125,8.503124999999997,4.112499999999999,56.03968750000001
AF,2020,7,dew,-0.05555555555555555,8.777777777777779,3.5833333333333335,94.90638888888888
AF,2020,7,humidity,15.027777777777779,48.25,22.63888888888889,1336.2441666666664
AF,2020,7,pm25,41.333333333333336,133.88888888888889,68.08333333333333,6597.128888888887
AF,2020,7,pressure,1010.6666666666666,1015.0833333333334,1012.9722222222222,24.46861111111111
AF,2020,7,temperature,19.541666666666668,32.22222222222222,27.11111111111111,154.43027777777777
AF,2020,7,wind-gust,10.210344827586203,16.500000000000004,12.262068965517242,73.08310344827586
AF,2020,7,wind-speed,1.1694444444444445,8.972222222222221,3.7888888888888883,58.34388888888888
AF,2020,8,dew,5.064516129032258,14.483870967741936,9.870967741935484,116.4125806451613
AF,2020,8,humidity,22.06451612903226,59.935483870967744,34.54838709677419,1577.2470967741936
AF,2020,8,pm25,62.096774193548384,146.1290322580645,89.29032258064517,5431.49193548387
AF,2020,8,pressure,1009.2903225806451,1013.9354838709677,1011.483870967742,28.6816129032258
AF,2020,8,temperature,21.806451612903224,32.87096774193548,28.06451612903226,113.44354838709681
AF,2020,8,wind-gust,10.472727272727273,13.545454545454545,11.836363636363636,25.569090909090907
AF,2020,8,wind-speed,1.1774193548387097,6.67096774193548,3.0225806451612898,32.0541935483871
AF,2020,9,dew,-3.9393939393939394,7.393939393939394,1.8181818181818181,154.56151515151518
AF,2020,9,humidity,13.675757575757576,54.24242424242424,27.272727272727273,1689.161212121212
AF,2020,9,pm25,57.93939393939394,158.33333333333334,97.36363636363636,9319.358787878788
AF,2020,9,pressure,1014.4848484848485,1018.8181818181819,1016.4545454545455,20.56363636363636
AF,2020,9,temperature,15.045454545454545,28.727272727272727,22.21212121212121,189.51
AF,2020,9,wind-gust,10.26923076923077,11.753846153846155,10.515384615384615,13.394615384615385
AF,2020,9,wind-speed,0.9545454545454546,6.799999999999997,2.6424242424242426,34.488787878787875
AF,2020,10,dew,-11.714285714285714,-0.8,-6.2,126.70400000000004
AF,2020,10,humidity,9.6,48.285714285714285,21.228571428571428,1696.4568571428572
AF,2020,10,pm25,59.31428571428572,194.82857142857142,130.02857142857144,18339.44714285714
AF,2020,10,pressure,1018.2285714285714,1022.0571428571428,1019.8285714285714,15.65514285714286
AF,2020,10,temperature,7.857142857142857,23.4,15.271428571428572,279.20142857142855
AF,2020,10,wind-gust,10.75,12.8,11.55,15.085
AF,2020,10,wind-speed,0.8714285714285714,5.454285714285711,2.0714285714285716,18.822857142857142
AF,2020,11,dew,-9.033333333333333,-2.0166666666666666,-5.78,61.46400000000001
AF,2020,11,humidity,32.13333333333333,75.0,51.91,2327.5540000000005
AF,2020,11,pm25,93.9,337.46666666666664,192.23333333333332,60704.53433333333
AF,2020,11,pressure,1022.15,1026.0866666666666,1023.7666666666667,17.379666666666665
AF,2020,11,temperature,0.6,13.133333333333333,5.616666666666666,215.38899999999998
AF,2020,11,wind-gust,9.7,14.9,13.3,43.3
AF,2020,11,wind-speed,0.9066666666666666,4.419999999999998,1.7166666666666666,11.951333333333332
AF,2020,12,dew,-8.129032258064516,-1.8387096774193548,-4.77741935483871,44.736451612903224
AF,2020,12,humidity,34.04838709677419,87.08064516129032,62.97741935483871,3246.8135483870974
AF,2020,12,pm25,94.93548387096774,404.2903225806452,196.16129032258064,109806.05806451614
AF,2020,12,pressure,1020.1290322580645,1024.0,1021.8387096774194,16.050645161290323
AF,2020,12,temperature,-1.8225806451612903,9.080645161290322,2.0806451612903225,139.1558064516129
AF,2020,12,wind-gust,10.2,16.7,11.5,111.53999999999999
AF,2020,12,wind-speed,0.8322580645161289,4.483870967741933,1.929032258064516,13.29483870967742
AR,2020,1,co,0.8322580645161296,8.225806451612906,4.064516129032259,64.10000000000001
AR,2020,1,dew,12.447368421052632,20.526315789473685,16.95263157894737,56.48473684210526
AR,2020,1,humidity,36.75000000000001,84.69,63.23666666666667,1966.514333333333
AR,2020,1,no2,2.829999999999999,15.270000000000003,7.533333333333334,101.82966666666667
AR,2020,1,o3,3.9931034482758614,12.020689655172413,7.517241379310347,68.93931034482758
AR,2020,1,pm10,5.32258064516129,34.96774193548387,19.06451612903226,445.6232258064516
AR,2020,1,pm25,12.482758620689655,75.75862068965517,38.793103448275865,3374.376896551724
AR,2020,1,precipitation,49.625,75.275,50.225,7959.775000000001
AR,2020,1,pressure,1006.1433333333333,1014.7899999999998,1010.7033333333333,51.61833333333333
AR,2020,1,so2,1.3958333333333341,7.424999999999997,3.0833333333333335,76.34125000000002
AR,2020,1,temperature,19.640000000000004,30.57333333333333,24.86666666666667,103.97299999999998
AR,2020,1,wd,69.05172413793103,199.39655172413794,133.44827586206895,21180.35517241379
AR,2020,1,wind gust,2.876666666666667,23.59333333333334,9.166666666666664,329.8306666666667
AR,2020,1,wind speed,0.7533333333333333,7.863333333333333,3.7299999999999995,33.687000000000005
AR,2020,1,wind-gust,5.6000000000000005,16.85,9.9,83.7775
AR,2020,1,wind-speed,1.8,7.324999999999999,4.2250000000000005,19.7525
AR,2020,2,co,0.5413793103448274,7.606896551724139,3.734482758620689,68.30379310344827
AR,2020,2,dew,18.3,23.737499999999997,21.3,21.115
AR,2020,2,humidity,42.84666666666667,85.89999999999999,66.36,1683.548
AR,2020,2,no2,2.4199999999999995,14.560000000000002,6.196000000000001,124.91760000000001
AR,2020,2,o3,4.508000000000001,11.176000000000002,7.436,53.515600000000006
AR,2020,2,pm10,5.758620689655173,30.586206896551722,17.0,371.45034482758626
AR,2020,2,pm25,11.655172413793103,73.65517241379311,34.724137931034484,2516.8251724137926
AR,2020,2,precipitation,0.5,66.63333333333334,33.43333333333333,16155.453333333333
AR,2020,2,pressure,1009.5933333333335,1019.16,1014.4533333333334,110.578
AR,2020,2,so2,7.019047619047618,14.095238095238098,9.290476190476188,103.84952380952382
AR,2020,2,temperature,20.686666666666667,31.160000000000004,25.39333333333333,100.166
AR,2020,2,wd,50.19230769230769,209.42307692307693,100.38461538461539,30235.63615384615
AR,2020,2,wind gust,2.492857142857143,14.064285714285713,8.142857142857142,106.39142857142858
AR,2020,2,wind speed,0.7999999999999999,7.507142857142857,3.235714285714286,27.825
AR,2020,3,co,0.7151515151515153,5.730303030303031,2.978787878787879,29.04515151515152
AR,2020,3,dew,16.215,20.48,18.215000000000003,16.087
AR,2020,3,humidity,52.75937500000001,94.51875,76.36875,1064.98875
AR,2020,3,no2,2.296875,13.603125000000002,5.734375000000002,88.3259375
AR,2020,3,o3,4.3909090909090915,10.824242424242424,6.996969696969697,44.07818181818183
AR,2020,3,pm10,3.3636363636363638,26.333333333333332,14.787878787878787,291.1363636363636
AR,2020,3,pm25,9.272727272727273,64.51515151515152,31.151515151515152,2562.1745454545453
AR,2020,3,precipitation,33.98333333333333,83.33333333333333,50.416666666666664,9785.255
AR,2020,3,pressure,1010.540625,1025.134375,1015.0687499999998,251.75343750000002
AR,2020,3,so2,0.6384615384615382,5.242307692307691,1.6000000000000005,42.333461538461535
AR,2020,3,temperature,19.653125,28.390625000000007,23.434375,54.49812500000001
AR,2020,3,wd,63.145161290322584,198.8709677419355,113.95161290322581,29975.90548387097
AR,2020,3,wind gust,2.1757575757575753,12.184848484848485,6.845454545454546,76.97333333333333
AR,2020,3,wind speed,0.803030303030303,7.1121212121212105,3.4030303030303024,23.932424242424243
AR,2020,3,wind-gust,3.9499999999999997,15.099999999999998,9.0,116.42000000000002
AR,2020,3,wind-speed,1.6500000000000001,10.25,5.2,42.265
AR,2020,4,co,0.7742857142857146,4.554285714285715,2.84,18.731428571428573
AR,2020,4,dew,10.90285714285714,15.945714285714287,13.222857142857146,33.514571428571436
AR,2020,4,humidity,53.45428571428571,93.49142857142859,76.13714285714285,1237.6419999999998
AR,2020,4,no2,1.5264705882352938,12.608823529411763,5.605882352941173,96.57558823529409
AR,2020,4,o3,4.3914285714285715,11.93142857142857,8.122857142857145,61.61914285714285
AR,2020,4,pm10,2.5714285714285716,25.114285714285714,11.742857142857142,298.4222857142857
AR,2020,4,pm25,8.428571428571429,56.542857142857144,25.914285714285715,2269.428571428572
AR,2020,4,precipitation,11.333333333333336,44.84444444444444,11.477777777777778,16282.64111111111
AR,2020,4,pressure,1012.182857142857,1035.7142857142856,1017.6971428571431,575.4234285714285
AR,2020,4,so2,0.7538461538461539,5.749999999999998,1.5807692307692316,55.04730769230769
AR,2020,4,temperature,14.274285714285716,22.55428571428572,18.228571428571424,58.17799999999999
AR,2020,4,wd,82.5,208.63636363636363,132.27272727272728,25499.620909090907
AR,2020,4,wind-gust,1.4085714285714286,14.642857142857146,7.288571428571428,131.7922857142857
AR,2020,4,wind-speed,0.6057142857142856,9.382857142857144,3.234285714285714,45.69942857142857
AR,2020,5,co,1.7000000000000004,6.472413793103448,4.055172413793104,27.69758620689655
AR,2020,5,dew,7.448275862068966,12.506896551724136,9.76896551724138,27.853448275862068
AR,2020,5,humidity,52.80645161290321,108.04193548387096,73.59999999999998,2205.3893548387096
AR,2020,5,no2,2.968965517241378,17.472413793103446,8.706896551724137,149.94413793103448
AR,2020,5,o3,2.1839999999999997,11.408,5.896000000000002,94.4272
AR,2020,5,pm10,7.258064516129032,43.903225806451616,17.225806451612904,2466.4225806451614
AR,2020,5,pm25,18.48,88.4,50.12,6415.2024
AR,2020,5,precipitation,0.44999999999999996,50.25,0.6,13187.15
AR,2020,5,pressure,958.7548387096774,1032.2032258064517,1016.6419354838711,6792.015806451613
AR,2020,5,so2,0.7666666666666666,24.099999999999998,1.7666666666666675,2871.2920833333333
AR,2020,5,temperature,10.738709677419354,19.922580645161286,15.135483870967745,60.53
AR,2020,5,wd,120.83333333333333,250.0,169.16666666666666,29885.64148148149
AR,2020,5,wind-gust,2.0161290322580645,13.132258064516126,7.580645161290323,102.89387096774196
AR,2020,5,wind-speed,0.6419354838709675,9.319354838709677,3.2096774193548376,47.05129032258064
AR,2020,6,co,0.7750000000000005,7.740625,3.290625000000001,67.3996875
AR,2020,6,dew,5.8,11.234374999999998,8.687499999999998,29.101874999999996
AR,2020,6,humidity,59.746874999999996,93.6,81.37499999999999,785.1968750000001
AR,2020,6,no2,4.062500000000001,22.818750000000005,11.187499999999996,305.54125000000005
AR,2020,6,o3,1.7656249999999998,9.915624999999999,5.062499999999998,76.45062499999999
AR,2020,6,pm10,3.375,59.09375,14.59375,2778.7068750000003
AR,2020,6,pm25,10.0,98.71875,35.1875,12769.76875
AR,2020,6,precipitation,40.04,60.21,59.86,5709.736000000001
AR,2020,6,pressure,1009.2468749999999,1019.2,1014.24375,90.483125
AR,2020,6,so2,0.626315789473684,5.542105263157893,1.1263157894736844,77.10210526315788
AR,2020,6,temperature,9.61875,16.525,12.596875000000002,36.36718749999999
AR,2020,6,wd,96.328125,246.09375,160.3125,44936.55250000001
AR,2020,6,wind-gust,1.2000000000000002,13.825000000000003,6.624999999999999,153.79562499999997
AR,2020,6,wind-speed,0.371875,6.7,2.8187499999999996,29.465625
AR,2020,7,co,0.2583333333333331,9.413888888888888,4.911111111111111,92.50416666666669
AR,2020,7,dew,2.319444444444444,7.541666666666668,4.852777777777778,27.92388888888889
AR,2020,7,humidity,52.58888888888889,87.38333333333334,73.39166666666667,842.2580555555556
AR,2020,7,no2,3.6555555555555563,25.408333333333346,12.527777777777777,425.98277777777787
AR,2020,7,o3,1.0555555555555556,10.219444444444445,5.061111111111112,102.68666666666667
AR,2020,7,pm10,3.861111111111111,37.44444444444444,16.22222222222222,662.9838888888887
AR,2020,7,pm25,11.25,86.52777777777777,35.25,4788.462500000001
AR,2020,7,precipitation,66.28333333333333,99.04166666666667,66.30833333333334,14716.669166666667
AR,2020,7,pressure,1009.1416666666667,1019.3749999999998,1015.7972222222223,107.21583333333334
AR,2020,7,so2,0.685714285714286,8.205714285714285,2.002857142857143,120.03828571428572
AR,2020,7,temperature,7.1,14.358333333333336,10.372222222222224,42.6213888888889
AR,2020,7,wd,136.875,271.875,202.5,46774.82305555555
