Date,Country,City,Specie,count,min,max,median,variance
2020-04-04,CO,Bogotá,o3,312,0.3,10.2,5.5,67.11
2020-03-02,CO,Bogotá,o3,91,0.7,23.4,10.9,274.81
2020-03-12,CO,Bogotá,o3,332,0.2,22.0,8.4,269.10
2020-03-19,CO,Bogotá,o3,328,0.5,32.6,11.5,593.57
2020-01-12,CO,Bogotá,o3,308,0.5,11.7,6.0,52.83
2020-03-04,CO,Bogotá,o3,28,0.3,16.7,1.8,194.46
2020-03-16,CO,Bogotá,o3,332,0.1,27.6,7.9,420.51
2020-03-21,CO,Bogotá,o3,330,0.3,20.6,12.9,196.17
2020-03-25,CO,Bogotá,o3,299,0.3,25.7,6.7,367.09
2020-03-30,CO,Bogotá,o3,330,0.3,25.6,13.2,284.09
2020-02-02,CO,Bogotá,o3,335,0.3,22.1,5.7,339.11
2020-01-02,CO,Bogotá,o3,311,0.1,24.4,5.2,406.49
2020-01-28,CO,Bogotá,o3,310,0.1,20.8,1.7,280.42
2020-01-30,CO,Bogotá,o3,314,0.2,17.7,4.5,237.76
2020-02-13,CO,Bogotá,o3,283,0.4,21.2,4.3,288.33
2020-03-10,CO,Bogotá,o3,323,0.1,26.2,6.2,335.11
2020-04-05,CO,Bogotá,o3,311,0.2,15.9,7.1,199.19
2020-01-01,CO,Bogotá,o3,264,0.1,21.6,4.0,283.07
2020-01-16,CO,Bogotá,o3,309,0.1,9.0,3.4,66.96
2020-01-20,CO,Bogotá,o3,324,0.1,14.3,2.2,71.30
2020-02-19,CO,Bogotá,o3,285,0.4,15.8,4.6,124.01
2020-02-26,CO,Bogotá,o3,331,0.1,21.9,4.7,309.97
2020-03-06,CO,Bogotá,o3,315,0.2,35.9,6.8,1011.61
2020-03-31,CO,Bogotá,o3,333,0.3,16.2,7.0,154.48
2020-01-11,CO,Bogotá,o3,312,0.4,14.1,5.5,90.07
2020-01-15,CO,Bogotá,o3,306,0.1,11.5,4.7,102.60
2020-02-06,CO,Bogotá,o3,330,0.4,17.0,6.2,229.38
2020-03-26,CO,Bogotá,o3,322,0.1,30.6,8.5,503.82
2020-01-05,CO,Bogotá,o3,335,0.3,24.0,7.4,316.18
2020-01-19,CO,Bogotá,o3,334,0.1,10.0,3.7,71.48
2020-01-27,CO,Bogotá,o3,320,0.3,23.0,2.7,297.95
2020-01-31,CO,Bogotá,o3,334,0.3,12.8,6.2,139.46
2020-03-07,CO,Bogotá,o3,336,0.5,37.7,14.1,775.25
2020-03-08,CO,Bogotá,o3,293,0.9,27.9,13.5,424.86
2020-03-09,CO,Bogotá,o3,331,0.1,22.1,9.1,300.58
2019-12-31,CO,Bogotá,o3,249,0.1,21.0,4.0,249.87
2020-02-29,CO,Bogotá,o3,65,0.6,9.6,2.0,47.43
2020-03-11,CO,Bogotá,o3,326,0.1,28.0,7.4,496.70
2020-03-18,CO,Bogotá,o3,327,0.1,36.8,10.9,806.12
2020-02-14,CO,Bogotá,o3,285,0.3,14.8,5.4,135.20
2020-01-14,CO,Bogotá,o3,306,0.1,13.3,5.4,128.58
2020-02-05,CO,Bogotá,o3,326,0.2,22.3,4.7,295.22
2020-02-16,CO,Bogotá,o3,287,0.4,15.3,6.1,109.04
2020-03-28,CO,Bogotá,o3,168,2.4,33.4,12.5,261.59
2020-04-03,CO,Bogotá,o3,318,0.7,22.2,8.5,136.01
2020-01-03,CO,Bogotá,o3,305,0.2,27.0,4.8,524.27
2020-01-08,CO,Bogotá,o3,311,0.2,22.7,4.5,305.80
2020-01-18,CO,Bogotá,o3,331,0.1,8.5,3.7,47.28
2020-01-22,CO,Bogotá,o3,309,0.1,73.3,1.4,415.55
2020-01-23,CO,Bogotá,o3,321,0.1,17.5,1.9,177.95
2020-02-08,CO,Bogotá,o3,308,0.1,34.6,4.8,487.61
2020-02-17,CO,Bogotá,o3,285,0.4,148.9,6.6,840.61
2020-02-27,CO,Bogotá,o3,331,0.1,25.8,4.5,380.21
2020-01-07,CO,Bogotá,o3,324,0.1,30.1,6.9,486.05
2020-03-20,CO,Bogotá,o3,334,0.9,22.8,10.2,235.18
2020-02-10,CO,Bogotá,o3,239,0.4,70.5,7.8,358.42
2020-02-11,CO,Bogotá,o3,237,0.4,18.0,7.7,259.79
2020-02-24,CO,Bogotá,o3,328,0.1,15.9,2.7,164.04
2020-03-03,CO,Bogotá,o3,206,0.2,25.9,8.5,477.66
2020-03-27,CO,Bogotá,o3,331,0.1,34.0,9.9,528.69
2020-04-01,CO,Bogotá,o3,330,0.2,17.6,3.7,176.90
2020-01-21,CO,Bogotá,o3,315,0.1,17.0,1.4,153.57
2020-01-09,CO,Bogotá,o3,293,0.1,20.0,4.5,168.12
2020-01-10,CO,Bogotá,o3,311,0.3,14.9,8.0,184.40
2020-01-17,CO,Bogotá,o3,324,0.2,8.1,3.6,48.55
2020-01-24,CO,Bogotá,o3,328,0.1,15.2,1.8,121.36
2020-01-29,CO,Bogotá,o3,311,0.1,21.4,2.1,311.98
2020-02-07,CO,Bogotá,o3,312,0.2,35.4,6.3,769.66
2020-02-18,CO,Bogotá,o3,286,0.3,16.8,5.9,182.44
2020-01-06,CO,Bogotá,o3,328,0.3,25.5,7.0,442.61
2020-03-14,CO,Bogotá,o3,330,0.1,26.2,5.9,459.12
2020-04-02,CO,Bogotá,o3,336,1.1,16.9,8.4,141.21
2020-02-20,CO,Bogotá,o3,283,0.1,21.3,2.4,239.92
2020-03-13,CO,Bogotá,o3,335,0.3,29.5,7.0,434.53
2020-03-22,CO,Bogotá,o3,299,0.2,23.6,9.4,328.87
2020-02-04,CO,Bogotá,o3,326,0.2,22.3,3.3,274.55
2020-01-25,CO,Bogotá,o3,325,0.1,20.4,2.4,286.61
2020-01-26,CO,Bogotá,o3,333,0.3,22.7,5.5,329.44
2020-02-01,CO,Bogotá,o3,333,0.2,10.0,3.2,80.65
2020-01-04,CO,Bogotá,o3,313,0.3,32.5,6.9,810.71
2020-02-03,CO,Bogotá,o3,331,0.3,12.6,5.7,127.34
2020-02-21,CO,Bogotá,o3,278,0.1,24.2,1.8,368.26
2020-03-17,CO,Bogotá,o3,332,0.1,36.7,8.3,820.47
2020-01-13,CO,Bogotá,o3,301,0.4,11.2,6.3,81.19
2020-02-28,CO,Bogotá,o3,329,0.2,28.9,6.6,528.20
2020-03-15,CO,Bogotá,o3,332,0.3,20.7,8.4,292.96
2020-03-29,CO,Bogotá,o3,322,0.3,24.8,13.6,289.44
2020-02-22,CO,Bogotá,o3,260,0.2,24.5,3.2,341.65
2020-01-10,CO,Bogotá,pm25,313,9.0,154.0,53.0,6726.87
2020-01-15,CO,Bogotá,pm25,312,5.0,147.0,42.0,8807.85
2020-03-01,CO,Bogotá,pm25,24,21.0,80.0,61.0,2320.85
2020-03-14,CO,Bogotá,pm25,334,5.0,156.0,68.0,6113.01
2020-02-07,CO,Bogotá,pm25,312,9.0,185.0,93.0,11969.40
2020-03-09,CO,Bogotá,pm25,323,5.0,164.0,82.0,7964.96
2020-03-22,CO,Bogotá,pm25,333,13.0,158.0,76.0,3220.85
2020-01-12,CO,Bogotá,pm25,327,5.0,102.0,34.0,3510.23
2020-01-23,CO,Bogotá,pm25,334,2.0,153.0,61.0,7505.80
2020-01-27,CO,Bogotá,pm25,334,17.0,165.0,68.0,7203.78
2020-02-03,CO,Bogotá,pm25,329,5.0,161.0,63.0,8430.93
2020-02-06,CO,Bogotá,pm25,328,9.0,177.0,65.0,15722.20
2020-02-22,CO,Bogotá,pm25,304,34.0,173.0,82.0,7576.85
2020-03-24,CO,Bogotá,pm25,333,63.0,161.0,114.0,4848.00
2020-03-30,CO,Bogotá,pm25,332,58.0,173.0,119.0,8138.02
2020-01-02,CO,Bogotá,pm25,332,5.0,153.0,50.0,5552.65
2020-01-14,CO,Bogotá,pm25,331,5.0,134.0,42.0,6175.29
2020-01-20,CO,Bogotá,pm25,323,5.0,157.0,50.0,7976.72
2020-02-14,CO,Bogotá,pm25,334,13.0,153.0,65.0,6953.69
2020-02-19,CO,Bogotá,pm25,334,5.0,144.0,57.0,6787.78
2020-03-31,CO,Bogotá,pm25,327,5.0,153.0,69.0,11057.50
2020-03-28,CO,Bogotá,pm25,180,65.0,158.0,112.0,4673.17
2020-04-01,CO,Bogotá,pm25,329,5.0,147.0,59.0,3609.09
2020-01-28,CO,Bogotá,pm25,324,13.0,170.0,70.0,10419.50
2020-02-08,CO,Bogotá,pm25,306,30.0,176.0,95.0,7196.75
2020-02-11,CO,Bogotá,pm25,279,5.0,154.0,61.0,8070.32
2020-03-10,CO,Bogotá,pm25,312,5.0,174.0,82.0,9141.54
2020-03-25,CO,Bogotá,pm25,325,38.0,153.0,89.0,4067.95
2020-03-13,CO,Bogotá,pm25,333,30.0,167.0,87.0,6699.25
2020-03-18,CO,Bogotá,pm25,327,73.0,169.0,144.0,3810.36
2020-03-21,CO,Bogotá,pm25,335,25.0,152.0,86.0,5704.61
2020-01-06,CO,Bogotá,pm25,327,13.0,139.0,61.0,3582.85
2020-01-11,CO,Bogotá,pm25,334,9.0,217.0,50.0,9563.63
2020-01-17,CO,Bogotá,pm25,299,5.0,122.0,25.0,5152.93
2020-02-09,CO,Bogotá,pm25,301,13.0,162.0,82.0,7524.62
2020-03-12,CO,Bogotá,pm25,336,30.0,180.0,87.0,6097.89
2020-02-23,CO,Bogotá,pm25,330,13.0,158.0,67.0,5734.03
2020-02-29,CO,Bogotá,pm25,79,42.0,206.0,82.0,10923.10
2020-03-06,CO,Bogotá,pm25,305,5.0,174.0,124.0,10157.80
2020-04-04,CO,Bogotá,pm25,287,5.0,76.0,25.0,2877.48
2020-02-21,CO,Bogotá,pm25,334,25.0,175.0,85.0,9786.87
2019-12-31,CO,Bogotá,pm25,335,9.0,151.0,55.0,5575.68
2020-01-07,CO,Bogotá,pm25,324,5.0,161.0,65.0,7337.57
2020-01-22,CO,Bogotá,pm25,332,5.0,170.0,63.0,10686.20
2020-01-29,CO,Bogotá,pm25,320,17.0,175.0,69.0,10260.90
2020-01-30,CO,Bogotá,pm25,315,21.0,169.0,65.0,7248.50
2020-01-03,CO,Bogotá,pm25,329,5.0,152.0,63.0,5656.41
2020-01-13,CO,Bogotá,pm25,319,5.0,147.0,30.0,6239.74
2020-01-26,CO,Bogotá,pm25,332,5.0,156.0,54.0,5101.20
2020-01-31,CO,Bogotá,pm25,336,13.0,158.0,59.0,7014.91
2020-02-20,CO,Bogotá,pm25,333,9.0,162.0,69.0,8772.75
2020-02-01,CO,Bogotá,pm25,335,5.0,158.0,59.0,7405.42
2020-02-13,CO,Bogotá,pm25,330,17.0,168.0,80.0,9246.98
2020-02-18,CO,Bogotá,pm25,334,5.0,155.0,57.0,6403.37
2020-03-16,CO,Bogotá,pm25,335,13.0,163.0,95.0,7641.29
2020-03-17,CO,Bogotá,pm25,332,42.0,169.0,117.0,9451.10
2020-03-19,CO,Bogotá,pm25,336,87.0,171.0,149.0,3716.33
2020-03-29,CO,Bogotá,pm25,322,68.0,171.0,125.0,5446.90
2020-01-01,CO,Bogotá,pm25,334,9.0,181.0,61.0,14861.40
2020-01-04,CO,Bogotá,pm25,336,17.0,160.0,72.0,5577.99
2020-02-04,CO,Bogotá,pm25,326,13.0,170.0,70.0,12193.90
2020-02-17,CO,Bogotá,pm25,335,5.0,134.0,50.0,4694.73
2020-03-04,CO,Bogotá,pm25,49,38.0,148.0,78.0,6319.49
2020-03-07,CO,Bogotá,pm25,320,5.0,164.0,127.0,8666.01
2020-03-26,CO,Bogotá,pm25,333,21.0,165.0,91.0,4580.25
2020-01-19,CO,Bogotá,pm25,316,5.0,134.0,25.0,3576.88
2020-01-21,CO,Bogotá,pm25,335,30.0,157.0,72.0,6241.55
2020-02-16,CO,Bogotá,pm25,334,5.0,190.0,46.0,4999.03
2020-02-27,CO,Bogotá,pm25,320,34.0,167.0,78.0,7238.52
2020-03-03,CO,Bogotá,pm25,207,30.0,163.0,87.0,6853.85
2020-02-10,CO,Bogotá,pm25,271,13.0,155.0,61.0,9968.37
2020-02-25,CO,Bogotá,pm25,320,28.0,169.0,78.0,8158.74
2020-02-26,CO,Bogotá,pm25,305,17.0,156.0,76.0,8326.54
2020-03-15,CO,Bogotá,pm25,332,21.0,129.0,66.0,2684.25
2020-04-03,CO,Bogotá,pm25,317,5.0,122.0,57.0,4945.16
2020-01-09,CO,Bogotá,pm25,283,5.0,156.0,59.0,10278.40
2020-01-16,CO,Bogotá,pm25,325,4.0,158.0,42.0,8867.64
2020-02-24,CO,Bogotá,pm25,335,5.0,163.0,65.0,7777.63
2020-04-05,CO,Bogotá,pm25,283,1.0,89.0,25.0,2553.15
2020-01-25,CO,Bogotá,pm25,327,9.0,160.0,68.0,8477.58
2020-02-28,CO,Bogotá,pm25,319,38.0,225.0,89.0,9855.63
2020-03-02,CO,Bogotá,pm25,102,30.0,232.0,72.0,14571.20
2020-04-02,CO,Bogotá,pm25,315,5.0,183.0,38.0,3820.52
2020-03-08,CO,Bogotá,pm25,285,5.0,154.0,93.0,6523.80
2020-03-11,CO,Bogotá,pm25,318,5.0,160.0,85.0,5207.01
2020-03-23,CO,Bogotá,pm25,336,68.0,159.0,107.0,3644.09
2020-01-08,CO,Bogotá,pm25,312,5.0,160.0,65.0,10913.50
2020-01-24,CO,Bogotá,pm25,336,5.0,162.0,61.0,8896.19
2020-02-02,CO,Bogotá,pm25,336,9.0,229.0,61.0,11561.00
2020-02-05,CO,Bogotá,pm25,326,5.0,180.0,74.0,14530.10
2020-03-05,CO,Bogotá,pm25,16,9.0,157.0,72.0,16409.60
2020-03-20,CO,Bogotá,pm25,334,53.0,166.0,124.0,7827.64
2020-03-27,CO,Bogotá,pm25,333,57.0,153.0,104.0,4730.57
2019-12-30,CO,Bogotá,pm25,329,9.0,154.0,57.0,7579.55
2020-01-05,CO,Bogotá,pm25,334,13.0,144.0,57.0,4305.90
2020-01-18,CO,Bogotá,pm25,304,5.0,114.0,25.0,5235.87
2020-02-12,CO,Bogotá,pm25,335,9.0,171.0,74.0,12558.70
2020-02-15,CO,Bogotá,pm25,336,13.0,137.0,53.0,4073.64
2020-03-27,CO,Bogotá,humidity,336,34.0,100.0,72.0,2904.70
2020-04-05,CO,Bogotá,humidity,312,34.0,96.5,61.0,2130.18
2020-02-24,CO,Bogotá,humidity,238,49.0,96.0,73.0,1538.36
2020-03-16,CO,Bogotá,humidity,332,40.0,91.0,69.0,1667.09
2020-03-21,CO,Bogotá,humidity,336,38.0,93.0,67.0,1590.51
2020-03-15,CO,Bogotá,humidity,320,47.0,96.0,76.0,1382.20
2020-01-08,CO,Bogotá,humidity,319,20.0,100.0,53.0,4768.86
2020-01-18,CO,Bogotá,humidity,332,38.0,87.0,63.0,977.08
2020-03-06,CO,Bogotá,humidity,324,27.0,93.0,63.0,3135.57
2020-01-09,CO,Bogotá,humidity,302,24.0,93.0,60.0,4636.63
2020-03-12,CO,Bogotá,humidity,336,35.0,93.0,67.0,1456.45
2020-04-01,CO,Bogotá,humidity,332,52.0,93.0,74.0,844.02
2020-02-08,CO,Bogotá,humidity,336,38.0,93.0,70.0,2201.31
2020-03-10,CO,Bogotá,humidity,328,32.0,93.0,66.0,1876.90
2020-03-17,CO,Bogotá,humidity,336,24.0,100.0,68.0,2997.57
2020-03-18,CO,Bogotá,humidity,336,33.0,100.0,68.0,2153.41
2020-04-02,CO,Bogotá,humidity,334,36.0,96.5,71.0,2539.18
2020-01-19,CO,Bogotá,humidity,334,32.0,93.0,63.0,1576.45
2020-01-23,CO,Bogotá,humidity,327,35.0,100.0,71.0,2178.31
2020-01-30,CO,Bogotá,humidity,336,30.0,100.0,69.0,3020.68
2020-04-03,CO,Bogotá,humidity,322,35.0,93.0,63.0,1656.51
2020-03-26,CO,Bogotá,humidity,324,39.0,100.0,72.0,2433.14
2020-01-06,CO,Bogotá,humidity,310,26.0,100.0,71.0,2773.17
2020-03-09,CO,Bogotá,humidity,334,36.0,87.0,64.0,1351.63
2020-03-14,CO,Bogotá,humidity,318,41.0,184.0,73.0,2495.54
2020-02-07,CO,Bogotá,humidity,336,26.0,87.0,57.0,2896.64
2020-03-04,CO,Bogotá,humidity,30,29.0,82.0,55.0,2740.69
2020-01-05,CO,Bogotá,humidity,332,28.0,96.5,70.0,3044.03
2020-01-17,CO,Bogotá,humidity,333,37.0,87.0,64.0,838.12
2020-01-24,CO,Bogotá,humidity,331,43.0,93.0,70.0,1782.78
2020-03-28,CO,Bogotá,humidity,190,49.0,100.0,77.0,1264.79
2020-01-10,CO,Bogotá,humidity,326,19.0,100.0,53.0,4275.26
2020-01-12,CO,Bogotá,humidity,328,31.0,77.0,59.0,1139.49
2020-03-13,CO,Bogotá,humidity,334,40.0,94.0,72.0,1318.26
2020-01-31,CO,Bogotá,humidity,336,28.0,93.0,58.0,2233.04
2020-02-03,CO,Bogotá,humidity,334,23.0,93.0,58.0,3234.68
2020-02-27,CO,Bogotá,humidity,336,35.0,100.0,74.0,2326.14
2020-02-28,CO,Bogotá,humidity,329,29.0,100.0,70.0,3029.43
2020-04-04,CO,Bogotá,humidity,311,40.0,93.0,63.0,1629.67
2020-01-21,CO,Bogotá,humidity,336,38.0,93.0,70.0,1337.68
2020-01-22,CO,Bogotá,humidity,331,49.0,93.0,72.0,1275.24
2020-01-25,CO,Bogotá,humidity,320,36.0,100.0,76.0,2308.80
2020-01-03,CO,Bogotá,humidity,326,20.0,93.0,69.0,3421.69
2020-03-01,CO,Bogotá,humidity,48,45.0,93.0,74.0,3289.20
2020-03-23,CO,Bogotá,humidity,336,39.0,93.0,66.0,1763.71
2020-02-23,CO,Bogotá,humidity,2,76.0,77.0,76.0,5.00
2020-03-08,CO,Bogotá,humidity,303,35.0,87.0,65.0,1366.13
2020-03-24,CO,Bogotá,humidity,330,42.0,93.0,72.0,1146.99
2020-03-29,CO,Bogotá,humidity,322,33.0,93.0,66.0,2528.02
2020-03-31,CO,Bogotá,humidity,336,40.0,93.0,66.0,1177.81
2020-01-07,CO,Bogotá,humidity,322,12.0,100.0,68.0,4587.84
2020-01-11,CO,Bogotá,humidity,336,31.0,93.0,57.0,1662.64
2020-01-27,CO,Bogotá,humidity,321,39.0,100.0,72.0,2047.22
2020-02-01,CO,Bogotá,humidity,336,30.0,93.0,62.0,1950.10
2020-02-02,CO,Bogotá,humidity,336,30.0,93.0,65.0,2233.49
2020-02-29,CO,Bogotá,humidity,103,37.0,100.0,78.0,2054.07
2020-03-11,CO,Bogotá,humidity,333,38.0,94.0,71.0,2189.91
2020-03-19,CO,Bogotá,humidity,336,35.0,100.0,68.0,2766.74
2020-01-02,CO,Bogotá,humidity,11,48.0,79.0,68.0,1230.18
2020-01-14,CO,Bogotá,humidity,335,26.0,93.0,59.0,2632.47
2020-01-20,CO,Bogotá,humidity,331,35.0,87.0,65.0,1848.45
2020-03-02,CO,Bogotá,humidity,116,34.0,93.0,49.0,2219.23
2020-01-26,CO,Bogotá,humidity,322,43.0,95.0,75.0,1988.09
2020-02-25,CO,Bogotá,humidity,326,35.0,100.0,75.0,2204.50
2020-02-26,CO,Bogotá,humidity,319,49.0,94.0,75.0,1312.31
2020-03-20,CO,Bogotá,humidity,334,50.0,93.0,72.0,929.21
2020-03-22,CO,Bogotá,humidity,336,31.0,100.0,70.0,3204.03
2020-01-29,CO,Bogotá,humidity,332,36.0,100.0,69.0,2437.22
2020-02-06,CO,Bogotá,humidity,357,14.0,96.5,43.5,5271.07
2020-03-07,CO,Bogotá,humidity,333,21.0,87.0,64.0,2827.20
2020-01-13,CO,Bogotá,humidity,329,25.0,87.0,58.0,2486.43
2020-02-04,CO,Bogotá,humidity,357,17.0,100.0,55.0,4926.78
2020-02-05,CO,Bogotá,humidity,358,8.0,100.0,44.0,5919.98
2020-01-04,CO,Bogotá,humidity,336,27.0,100.0,67.0,3146.15
2020-01-15,CO,Bogotá,humidity,336,29.0,90.0,59.0,2565.09
2020-01-28,CO,Bogotá,humidity,336,34.0,100.0,72.0,2327.78
2020-03-30,CO,Bogotá,humidity,332,45.0,106.0,61.0,899.84
2020-01-16,CO,Bogotá,humidity,330,44.0,90.0,63.0,1117.89
2020-03-05,CO,Bogotá,humidity,48,23.0,93.0,67.0,4701.84
2020-03-25,CO,Bogotá,humidity,313,38.0,93.0,73.0,2026.61
2020-02-01,CO,Bogotá,pressure,336,563.0,1029.7,1026.0,526876.00
2020-02-08,CO,Bogotá,pressure,314,563.0,1092.7,1026.4,518425.00
2020-03-18,CO,Bogotá,pressure,316,563.0,1029.7,1026.0,513285.00
2020-01-27,CO,Bogotá,pressure,310,564.0,1029.7,1027.0,507556.00
2020-01-08,CO,Bogotá,pressure,326,563.0,1030.1,1025.7,520809.00
2020-01-25,CO,Bogotá,pressure,312,563.0,1029.7,1025.7,509324.00
2020-02-07,CO,Bogotá,pressure,308,563.0,1029.4,1026.0,505003.00
2020-02-27,CO,Bogotá,pressure,298,563.0,1030.1,1027.4,493153.00
2020-03-21,CO,Bogotá,pressure,328,563.0,1029.7,1026.4,522440.00
2020-01-04,CO,Bogotá,pressure,316,563.0,1031.1,1027.4,514186.00
2020-01-22,CO,Bogotá,pressure,324,563.0,1029.1,1025.3,518907.00
2020-02-04,CO,Bogotá,pressure,341,563.0,1030.6,1026.4,501584.00
2020-03-04,CO,Bogotá,pressure,121,1024.7,1030.1,1028.1,38.95
2020-03-20,CO,Bogotá,pressure,328,563.0,1030.4,1026.7,522517.00
2020-03-22,CO,Bogotá,pressure,314,563.0,1029.4,1026.0,510783.00
2020-01-07,CO,Bogotá,pressure,320,563.0,1029.1,1025.0,515434.00
2020-01-17,CO,Bogotá,pressure,302,563.0,1029.4,1026.0,495611.00
2020-02-06,CO,Bogotá,pressure,353,562.0,1029.1,1025.0,513582.00
2020-02-26,CO,Bogotá,pressure,308,563.0,1029.7,1026.0,527212.00
2020-03-12,CO,Bogotá,pressure,332,561.0,1027.0,1023.3,521769.00
2020-01-05,CO,Bogotá,pressure,316,563.0,1030.8,1027.0,513101.00
2020-01-26,CO,Bogotá,pressure,322,563.0,1029.4,1026.0,517764.00
2020-03-24,CO,Bogotá,pressure,312,564.0,1030.8,1027.0,509840.00
2020-03-28,CO,Bogotá,pressure,252,561.0,1026.7,1024.0,388832.00
2020-04-04,CO,Bogotá,pressure,329,562.0,1028.4,1024.3,522434.00
2020-01-14,CO,Bogotá,pressure,328,562.0,1027.4,1024.0,520300.00
2020-03-15,CO,Bogotá,pressure,332,563.0,1029.7,1026.0,524789.00
2020-03-23,CO,Bogotá,pressure,314,564.0,1030.8,1027.7,512463.00
2020-04-03,CO,Bogotá,pressure,318,562.0,1028.7,1025.0,513724.00
2020-01-29,CO,Bogotá,pressure,336,563.0,1029.7,1025.7,526720.00
2020-02-03,CO,Bogotá,pressure,308,564.0,1030.1,1027.0,505140.00
2020-02-09,CO,Bogotá,pressure,2,1028.4,1028.4,1028.4,0.00
2020-02-25,CO,Bogotá,pressure,288,563.0,1028.4,1024.8,510223.00
2020-03-02,CO,Bogotá,pressure,134,563.0,1029.4,1027.4,176718.00
2020-03-05,CO,Bogotá,pressure,192,1025.0,1030.1,1027.7,27.09
2020-03-10,CO,Bogotá,pressure,324,563.0,1029.4,1026.4,519483.00
2020-03-19,CO,Bogotá,pressure,336,563.0,1029.7,1025.7,527026.00
2020-01-31,CO,Bogotá,pressure,320,563.0,1030.1,1026.0,516356.00
2020-03-31,CO,Bogotá,pressure,308,562.0,1027.4,1024.3,503519.00
2020-02-23,CO,Bogotá,pressure,2,1028.7,1028.7,1028.7,0.00
2020-03-09,CO,Bogotá,pressure,312,563.0,1029.7,1026.4,508861.00
2020-03-13,CO,Bogotá,pressure,330,562.0,1028.7,1025.0,522534.00
2020-02-05,CO,Bogotá,pressure,340,562.0,1029.7,1025.7,497895.00
2020-01-23,CO,Bogotá,pressure,328,562.0,1028.7,1025.0,520960.00
2020-02-02,CO,Bogotá,pressure,322,563.0,1029.4,1026.4,517998.00
2020-03-06,CO,Bogotá,pressure,314,563.0,1030.4,1026.0,511456.00
2020-03-11,CO,Bogotá,pressure,288,562.0,1028.1,1024.7,477176.00
2020-03-26,CO,Bogotá,pressure,316,562.0,1027.7,1024.0,510926.00
2020-01-19,CO,Bogotá,pressure,312,563.0,1028.7,1025.5,508275.00
2020-01-16,CO,Bogotá,pressure,328,563.0,1029.4,1026.0,521568.00
2020-01-21,CO,Bogotá,pressure,316,563.0,1028.7,1025.3,511466.00
2020-01-28,CO,Bogotá,pressure,328,563.0,1029.7,1025.8,522072.00
2020-03-01,CO,Bogotá,pressure,192,1025.7,1029.7,1028.1,16.22
2020-04-01,CO,Bogotá,pressure,320,562.0,1028.7,1024.7,514800.00
2020-01-15,CO,Bogotá,pressure,300,562.0,1028.1,1024.7,493727.00
2020-01-11,CO,Bogotá,pressure,328,562.0,1028.1,1024.7,520590.00
2020-02-24,CO,Bogotá,pressure,230,563.0,1028.7,1025.0,516192.00
2020-03-07,CO,Bogotá,pressure,318,562.0,1028.7,1024.6,523883.00
2020-03-08,CO,Bogotá,pressure,304,563.0,1029.4,1025.0,499418.00
2020-01-03,CO,Bogotá,pressure,324,563.0,1030.8,1026.0,526506.00
2020-01-10,CO,Bogotá,pressure,310,562.0,1027.7,1023.7,505093.00
2020-01-13,CO,Bogotá,pressure,332,562.0,1027.7,1024.0,522570.00
2020-01-24,CO,Bogotá,pressure,326,563.0,1029.4,1025.7,520725.00
2020-03-30,CO,Bogotá,pressure,312,562.0,1028.4,1024.7,519150.00
2020-01-09,CO,Bogotá,pressure,306,563.0,1029.4,1025.3,502369.00
2020-03-14,CO,Bogotá,pressure,318,563.0,1030.4,1026.4,524786.00
2020-03-16,CO,Bogotá,pressure,314,562.0,1028.7,1025.7,510596.00
2020-04-05,CO,Bogotá,pressure,330,563.0,1029.4,1025.0,522635.00
2020-01-18,CO,Bogotá,pressure,306,563.0,1028.7,1026.0,502152.00
2020-03-29,CO,Bogotá,pressure,310,562.0,1028.7,1024.3,517540.00
2020-03-27,CO,Bogotá,pressure,320,561.0,1026.0,1022.3,513344.00
2020-01-30,CO,Bogotá,pressure,316,563.0,1029.1,1026.0,512613.00
2020-02-28,CO,Bogotá,pressure,304,563.0,1030.1,1026.7,514446.00
2020-02-29,CO,Bogotá,pressure,222,565.0,1030.4,1028.4,252054.00
2020-03-25,CO,Bogotá,pressure,328,562.0,1028.4,1024.7,521204.00
2020-01-20,CO,Bogotá,pressure,324,563.0,1028.7,1025.3,518639.00
2020-01-06,CO,Bogotá,pressure,290,563.0,1029.2,1025.7,480941.00
2020-01-12,CO,Bogotá,pressure,324,563.0,1028.4,1025.3,518053.00
2020-03-17,CO,Bogotá,pressure,312,563.0,1029.4,1025.7,508689.00
2020-04-02,CO,Bogotá,pressure,332,563.0,1029.4,1025.3,524340.00
2020-01-02,CO,Bogotá,pressure,10,1024.0,1028.4,1025.0,37.94
2020-04-03,CO,Bogotá,wind-gust,14,10.2,10.2,10.2,0.00
2020-01-31,CO,Bogotá,dew,321,5.0,10.0,7.0,13.45
2020-02-08,CO,Bogotá,dew,308,9.0,12.0,10.0,8.65
2020-03-08,CO,Bogotá,dew,266,7.0,12.3,10.0,18.13
2020-01-03,CO,Bogotá,dew,324,2.0,12.0,9.5,74.09
2020-01-13,CO,Bogotá,dew,280,4.0,8.0,7.0,16.68
2020-03-07,CO,Bogotá,dew,280,5.0,12.0,9.0,51.15
2020-03-30,CO,Bogotá,dew,266,8.0,18.0,9.0,45.92
2020-03-14,CO,Bogotá,dew,252,9.0,13.0,12.0,10.19
2020-03-23,CO,Bogotá,dew,280,8.0,10.0,9.0,5.92
2020-03-27,CO,Bogotá,dew,309,5.0,14.0,11.0,43.83
2020-03-31,CO,Bogotá,dew,308,8.0,12.0,10.0,9.12
